tmdbId,title,combined_features
134350,Why Don't You Play In Hell? (Jigoku de naze warui) (2013),yakuza katana sword nunchaku japan junkunimura fuminikaidô shin'ichitsutsumi sionsono action drama
236737,Ocho apellidos vascos (2014),wedding charade father daughter relationship spain claralago danirovira carmenmachi borjacobeaga comedy
118915,Such Good Friends (1971),comedy drama
116760,Sextette (1978),comedy musical romance
39293,"Human Factor, The (1979)",drama thriller
101242,Love Simple (2009),franciscosolorzano patriziahernandez israelhorovitz markvonsternberg comedy romance
157690,On My Way (Elle s'en va) (2013),brittany france reunion restaurant catherinedeneuve némoschiffman gérardgarouste emmanuellebercot comedy drama
55825,Spider (2007),chocolate fake spider one word title animal in title nashedgerton mirrahfoulkes chumehelepola nashedgerton action drama
72962,George & A.J. (2009),nurse balloon talking animal dog jasontopolski a.j.riebliiii stevepurcell joshcooley animation children comedy
86133,"Next Man, The (1976)",action thriller
46460,Wanda Nevada (1979),comedy mystery romance western
31950,"'Human' Factor, The (Human Factor, The) (1975)",drama thriller
164184,"Bless Me, Ultima (2013)",year 1944 1940s southwestern united states medicine lukeganalon miriamcolon benitomartinez rudolfoanaya drama war
160162,Blondes at Work (1938),crime drama mystery romance
4111,Blondie of the Follies (1932),comedy
394403,Schwestern (2013),Comedy alwarahöfels sophieschütt thureriefenstein olafkreinsen comedy
26286,Dragonwyck (1946),drama mystery thriller
45007,"Hunting Party, The (1971)",action drama western
22592,Grandma's Boy (1922),action comedy romance
31214,Stay as You Are (1978),drama romance
109891,Our Modern Maidens (1929),comedy drama
25541,Broderskab (Brotherhood) (2009),skinny dipping hospital house improvement beer drinking thurelindhardt daviddencik nicolasbro rasmusbirch drama
80992,Two Queens and One Consort (Twee vorstinnen en een vorst) (1981),drama
248390,Le crocodile du Botswanga (2014),africa african dictator dictatorship thomasn'gijol fabriceeboué claudiatagbo fabriceeboué comedy
39211,W.W. and the Dixie Dancekings (1975),comedy
16167,From Within (2008),suicide curse preacher whispering elizabethrice thomasdekker kellyblatz bradkeene horror thriller
42552,Bloodfist (1989),action
100402,Captain America: The Winter Soldier (2014),conspiracy assassin world domination bionic arm chrisevans samuell.jackson scarlettjohansson joerusso action adventure sci-fi imax
168399,Pioneer (Pionér) (2013),1980s downward spiral oil sea akselhennie wesbentley stephenlang nikolajfrobenius thriller
114172,Naked Harbour (Vuosaari) (2012),wife has sex in front of her husband sex with a maid explicit fellatio woman on all fours almapöysti ainolouhimies seanpertwee niinarepo drama
180420,Asphalt Playground (La cité rose) (2012),azizediabatéabdoulaye idrissadiabaté ismaëlouazzani julienabraham comedy
209276,Starred Up (2013),male frontal nudity prison male nudity therapist jacko'connell gillygilchrist frederickschmidt jonathanasser drama
195022,Kill Me Now (2012),michaelswaim jacobreed beckbennett travislong comedy horror
128113,Key of Life (Kagi-dorobô no mesoddo) (2012),actor deception hitman money masatosakai teruyukikagawa ryôkohirosue kenjiuchida comedy crime romance
86834,Noah (2014),water wrath of god based on biblical story ark russellcrowe jenniferconnelly raywinstone darrenaronofsky adventure drama imax
227783,"Nut Job, The (2014)",raccoon squirrel bank robbery heist willarnett brendanfraser liamneeson peterlepeniotis adventure animation children comedy
204668,Belle and Sebastien (Belle et Sébastien) (2013),german soldier jew shooting an animal félixbossuet tchékykaryo margauxchatelier juliettesales adventure
214418,Amazonia (2013),wilderness monkey one word title little girl lúciomaurofilho isabelledrummond martinsheen stéphanemillière adventure documentary
203715,Aya of Yop City (2013),ivory coast f rated based on graphic novel based on comic book aïssamaïga tellakpomahou tatianarojo clémentoubrerie animation comedy
151043,"Man Called Adam, A (1966)",drama
19501,April Showers (2009),school kellyblatz darylsabara janelparrish andrewrobinson drama
110381,Aujourd'hui (2012),one word title africa family relationships saulwilliams djolofmbengue anisiauzeyman alaingomis drama
215031,Gabrielle (2013),character name as title one word title williams syndrome f rated gabriellemarion-rivard alexandrelandry mélissadésormeaux-poulin louisearchambault drama romance
191104,Wolf (2013),kickboxing organized crime heist armored truck marwankenzari chemseddineamar steefcuijpers jimtaihuttu crime drama thriller
42216,Who Is Killing the Great Chefs of Europe? (1978),comedy crime mystery
27196,Stardust (1974),drama
29290,"Green Slime, The (1968)",drama horror sci-fi
173455,Mistaken for Strangers (2013),heavy metal singer indie rock rock band mattberninger aarondessner brycedessner tomberninger comedy documentary
102855,Don't Stop Believin': Everyman's Journey (2012),youtube rock band filipino f rated arnelpineda jonathancain nealschon ramonas.diaz documentary
63143,Blank City (2010),amospoe annmagnuson beckyjohnston amospoe documentary
112731,Outlaw Blues (1977),drama
1732,"Prisoner of Zenda, The (1979)",adventure comedy
49396,"Haunted, The (1991)",non statutory female on male rape stain on a wall watching television psychotronic film sallykirkland jeffreydemunn louiselatham robertcurran horror
142159,Across to Singapore (1928),drama romance
5494,George and the Dragon (2004),dragon knight princess priest jamespurefoy piperperabo patrickswayze tomreeve action adventure children comedy fantasy
70993,Man at Bath (Homme au bain) (2010),male frontal nudity pubic hair male pubic hair male nudity françoissagat omarbensellem chiaramastroianni christophehonoré drama
99119,Our Paradise (Notre paradis) (2011),pubic hair male pubic hair male nudity swimming pool stéphanerideau dimitridurdaine béatricedalle gaëlmorel crime drama
233917,Kalevala - Uusi aika (2013),year 2013 finland it company parallel storylines tommieronen tanjalottaräikkä konstamäkelä akkeeklund drama fantasy
65674,"Town Called Hell, A (1971)",action comedy drama western
232862,"Little Stiff, A (1991)",arnoldbarkus alisonbradley erinmckim gregwatkins comedy
204113,Season of Monsters (Szörnyek évadja) (1987) ,drama
94664,My Way Home (Így jöttem) (1965) ,drama
253239,Diplomacy (Diplomatie) (2014),year 1944 meurice hotel paris nazi occupied france paris france andrédussollier nielsarestrup burghartklaußner cyrilgely drama war
31329,By the Pricking of My Thumbs (Mon petit doigt m'a dit...) (2005),ironing husband and wife sleuths agatha christie tommy and tuppence catherinefrot andrédussollier genevièvebujold françoiscaviglioli comedy mystery
125395,Partners in Crime (Associés contre le crime...) (2012),eternal youth spanking husband wife relationship marriage andrédussollier catherinefrot linhdanpham clémencedebiéville comedy crime
53168,King of Comedy (Hei kek ji wong) (1999),stephenchow karenmok ceciliacheung lik-chilee comedy drama romance
168767,alaskaLand (2013),nigerian alexubokudom chiomadunkley lelandb.martin chinonyechukwu drama
493413,Table 7 (2010),eavesdropping chinese restaurant fortune cookie rayrosales stephanielozos isaackim andrewmcdonald comedy drama
188207,"Legend of Hercules, The (2014)",ancient greece hercules character greece 1200 b.c. kellanlutz gaiaweiss scottadkins seanhood action adventure
145220,Muppets Most Wanted (2014),prison break puppet gulag europe rickygervais tyburrell tinafey kermitthefrog adventure comedy crime
14408,"Me Two (Personne aux deux personnes, La) (2008)",sex anti social behavior surrealism unwanted kiss danielauteuil alainchabat marinafoïs brunolavaine comedy fantasy
42802,"Dinner Guest, The (L'invité) (2007)",based on play danielauteuil valérielemercier thierrylhermitte laurentbouhnik comedy
117905,Do You Wanna Know a Secret? (2001),mystery killer violence title appears in writing boyfriend girlfriend relationship michaelsarysz doriebarton joeylawrence kermitchristman horror mystery thriller
40172,"Man, Woman and the Wall (Kikareta onna no mirareta yoru) (2006)",spread eagle nubile woman sound of sex east asian woman soraaoi hirotokatô shônishino masashiyamamoto drama romance thriller
192134,Dom Hemingway (2014),male frontal nudity hairy chested male sex scene male nudity judelaw lucazoofranzoni richardgraham richardshepard comedy crime drama
186997,"Missing Picture, The (L'image manquante) (2013)",khmer rouge cambodia autobiographical massacre survivor randaldouc jean-baptistephou rithypanh documentary
218931,Gleason (2002),character name as title surname as title jackie gleason character audrey meadows character bradgarrett saulrubinek gretchenegolf howarddeutch drama
89237,Electrick Children (2012),cassette tape utah religious fundamentalism belief in miracles juliagarner liamaiken billyzane rebeccathomas drama
119360,Me and you (io e te) (2012),female vomiting introverted boy mother son relationship psychologist jacopoolmoantinori teafalco soniabergamasco niccolòammaniti drama
391069,Night Gallery (1969),horror mystery
190955,Blood Ties (2013),family relationships brother brother relationship murder 1970s cliveowen billycrudup marioncotillard guillaumecanet crime drama thriller
256561,Free to Play (2014),video game assistant editor dota 2 three word title benedictlim danilishutin clintonloomis danilishutin documentary
9753,Survival Island (Three) (2005),male objectification naked swimming skinny dipping big breasts billyzane kellybrook juanpablodipace stewartraffill adventure drama horror
229613,Trailer Park Jesus (2012),jesus in title trailer park lsd break up garrettsmith brentphilliphenry michaeldardant seangerowin comedy romance
38655,"Boeing, Boeing (1965)",comedy
252607,Fiston (2014),reference to shakira kevadams franckdubosc noraarnezeder daivecohen comedy
110112,Nitro Circus: The Movie (2012),double backflip banjo american stunt travispastrana jolenevanvugt tommypassemante jeremyrawle action comedy documentary
209799,"Unknown Known, The (2013)",secretary of defense war on terror pearl harbor memo donaldrumsfeld errolmorris errolmorris documentary
60438,Boots and Saddles (1937),action western
224040,Border Feud (1947),action comedy western
174675,"Machine, The (2013)",android artificial intelligence soldier military training tobystephens caitylotz denislawson caradogw.james sci-fi thriller
94344,"Loves of Pharaoh, The (Das Weib des Pharao) (1922)",drama romance war
29854,Seizure (1974),horror
256474,In the Blood (2014),woman fights a man hand to hand combat mixed martial arts martial arts ginacarano camgigandet ismaelcruzcordova jamesrobertjohnston action crime thriller
21949,Trouble Man (1972),action crime drama
80973,"Girl from the Naked Eye, The (2012)",low budget film strip club murder surrealism jasonyee samanthastreets ronyuan larrymadill action romance thriller
170689,Möbius (2013),espionage heliport yacht newspaper jeandujardin céciledefrance timroth ericrochant drama thriller
180960,Celestial Wives of the Meadow Mari (Nebesnye zheny lugovykh mari) (2012),female nudity folklore russia yuliyaaug yanaesipovich vasiliydomrachyov denisosokin drama
56533,Viva Knievel! (1977),action
96769,Her Master's Voice (2012),ninaconti jimbroadbent daisycampbell ninaconti comedy documentary
95177,Sun Don't Shine (2012),title directed by female dead body in a car trunk road trip florida katelynsheil kentuckeraudley ajbowen amyseimetz crime drama mystery
200505,Draft Day (2014),national football league smartphone chevrolet chevrolet camaro chrisberman davedonaldson patrickst.esprit scottrothman drama
178603,Detour (2013) ,drinking one's urine jeep nature sex scene neilhopkins breagrant johnforest williamdickerson thriller
94887,Girls Against Boys (2012) ,misandry female frontal nudity female nudity revenge nicolelaliberte daniellepanabaker matthewrauch austinchick crime thriller
191294,We Are the Best! (Vi är bäst!) (2013),1980s teenage girl year 1982 based on graphic novel mirabarkhammar miragrosin livlemoyne lukasmoodysson children comedy drama
211078,When Jews Were Funny (2013),jewish one liner reference to penis reference to fellatio marcmaron bobeinstein rodneydangerfield alanzweig documentary
40715,Big Jim McLain (1952),action crime drama romance thriller
264482,"Thirteen, The (Trinadtsat) (1937)",adventure war
180299,The Raid 2: Berandal (2014),prison jakarta indonesia kitchen fight police ikouwais arifinputra tiopakusadewo garethevans action crime thriller
